売上日,売上金額
2034-06-28,113848
2034-06-29,96396
2034-06-30,184960
2034-07-01,126072
2034-07-02,127680
2034-07-03,49617
2034-07-04,145145
2034-07-05,325424
2034-07-06,2249
2034-07-07,82584
2034-07-08,104720
2034-07-09,17232
2034-07-10,104202
2034-07-11,108675
2034-07-12,216030
2034-07-13,34552
2034-07-14,123332
2034-07-15,324588
2034-07-16,31052
2034-07-17,190560
2034-07-18,143704
2034-07-19,120320
2034-07-20,92591
2034-07-21,21018
2034-07-22,254478
2034-07-23,272947
2034-07-24,39837
2034-07-25,245430
2034-07-26,302148
2034-07-27,61664
2034-07-28,3725
2034-07-29,220531
2034-07-30,146916
2034-07-31,125186
2034-08-01,292468
2034-08-02,185472
2034-08-03,109872
2034-08-04,36141
2034-08-05,101568
2034-08-06,187830
2034-08-07,27780
2034-08-08,145502
2034-08-09,49888
2034-08-10,10256
2034-08-11,164250
2034-08-12,182977
2034-08-13,92988
2034-08-14,355656
2034-08-15,145620
2034-08-16,21681
2034-08-17,2718
2034-08-18,166668
2034-08-19,158210
2034-08-20,62720
2034-08-21,170292
2034-08-22,244080
2034-08-23,55590
2034-08-24,99370
2034-08-25,10320
2034-08-26,3417
2034-08-27,149984
2034-08-28,174220
2034-08-29,54264
2034-08-30,70560
2034-08-31,157521
2034-09-01,64640
2034-09-02,66240
2034-09-03,4396
2034-09-04,169610
2034-09-05,123627
2034-09-06,84048
2034-09-07,155016
2034-09-08,293643
2034-09-09,95382
2034-09-10,93518
2034-09-11,164472
2034-09-12,105531
2034-09-13,165078
2034-09-14,56814
2034-09-15,325125
2034-09-16,389666
2034-09-17,124332
2034-09-18,322431
2034-09-19,143481
2034-09-20,7917
2034-09-21,362664
2034-09-22,165555
2034-09-23,100492
2034-09-24,126570
2034-09-25,227460
2034-09-26,49465
2034-09-27,219680
2034-09-28,13680
2034-09-29,46842
2034-09-30,85410
2034-10-01,57638
2034-10-02,112450
2034-10-03,186233
2034-10-04,63488
2034-10-05,150300
2034-10-06,72740
2034-10-07,72587
2034-10-08,352891
2034-10-09,146411
2034-10-10,407885
2034-10-11,128282
2034-10-12,223762
2034-10-13,86576
2034-10-14,120384
2034-10-15,31331
2034-10-16,160107
2034-10-17,103140
2034-10-18,33792
2034-10-19,219208
2034-10-20,53361
2034-10-21,396264
2034-10-22,3732
2034-10-23,90420
2034-10-24,110475
2034-10-25,145620
2034-10-26,165200
2034-10-27,89034
2034-10-28,468369
2034-10-29,211280
2034-10-30,328927
2034-10-31,12092
2034-11-01,322588
2034-11-02,204108
2034-11-03,213120
2034-11-04,127036
2034-11-05,108619
2034-11-06,80775
2034-11-07,341739
2034-11-08,277277
2034-11-09,231312
2034-11-10,49360
2034-11-11,4029
2034-11-12,113751
2034-11-13,188446
2034-11-14,106881
2034-11-15,193732
2034-11-16,37893
2034-11-17,30118
2034-11-18,26280
2034-11-19,23748
2034-11-20,204350
2034-11-21,48180
2034-11-22,162360
2034-11-23,239512
2034-11-24,61900
2034-11-25,10045
2034-11-26,301980
2034-11-27,84320
2034-11-28,110949
2034-11-29,39856
2034-11-30,31830
2034-12-01,335768
2034-12-02,79732
2034-12-03,434340
2034-12-04,78462
2034-12-05,36648
2034-12-06,106080
2034-12-07,111050
2034-12-08,96915
2034-12-09,123975
2034-12-10,103110
2034-12-11,157696
2034-12-12,90000
2034-12-13,89154
2034-12-14,31560
2034-12-15,24596
2034-12-16,377093
2034-12-17,208257
2034-12-18,123529
2034-12-19,135548
2034-12-20,237170
2034-12-21,470915
2034-12-22,37791
2034-12-23,41320
2034-12-24,423243
2034-12-25,329365
2034-12-26,72996
2034-12-27,103790
2034-12-28,75424
2034-12-29,59436
2034-12-30,49556
2034-12-31,398960
2035-01-01,59472
2035-01-02,307040
2035-01-03,148230
2035-01-04,83520
2035-01-05,215033
2035-01-06,31504
2035-01-07,119011
2035-01-08,300272
2035-01-09,150009
2035-01-10,71370
2035-01-11,283998
2035-01-12,232875
2035-01-13,58500
2035-01-14,63480
2035-01-15,248540
2035-01-16,2257
2035-01-17,23472
2035-01-18,125307
2035-01-19,363168
2035-01-20,36596
2035-01-21,128331
2035-01-22,170798
2035-01-23,111872
2035-01-24,20398
2035-01-25,242616
2035-01-26,32812
2035-01-27,6354
2035-01-28,18045
2035-01-29,65873
2035-01-30,283346
2035-01-31,129519
2035-02-01,190752
2035-02-02,138508
2035-02-03,157020
2035-02-04,174720
2035-02-05,119108
2035-02-06,80556
2035-02-07,131004
2035-02-08,201412
2035-02-09,61318
2035-02-10,108446
2035-02-11,191113
2035-02-12,183882
2035-02-13,184340
2035-02-14,34488
2035-02-15,79866
2035-02-16,166937
2035-02-17,125460
2035-02-18,132220
2035-02-19,142545
2035-02-20,231884
2035-02-21,26901
2035-02-22,279132
2035-02-23,260240
2035-02-24,351944
2035-02-25,282787
2035-02-26,180810
2035-02-27,383760
2035-02-28,126753
2035-03-01,21816
2035-03-02,202230
2035-03-03,263208
2035-03-04,9387
2035-03-05,163362
2035-03-06,205625
2035-03-07,155700
2035-03-08,117585
2035-03-09,228327
2035-03-10,91732
2035-03-11,129920
2035-03-12,381582
2035-03-13,300324
2035-03-14,216540
2035-03-15,33460
2035-03-16,11620
2035-03-17,131904
2035-03-18,22231
2035-03-19,158260
2035-03-20,27412
2035-03-21,179720
2035-03-22,160218
2035-03-23,3441
2035-03-24,12944
2035-03-25,26464
2035-03-26,324405
2035-03-27,84800
2035-03-28,1782
2035-03-29,70752
2035-03-30,1620
2035-03-31,58764
2035-04-01,227040
2035-04-02,364900
2035-04-03,104132
2035-04-04,233850
2035-04-05,175032
2035-04-06,77598
2035-04-07,140600
2035-04-08,308616
2035-04-09,181890
2035-04-10,170108
2035-04-11,97944
2035-04-12,182775
2035-04-13,81030
2035-04-14,39040
2035-04-15,54574
2035-04-16,143724
2035-04-17,356496
2035-04-18,158644
2035-04-19,368448
2035-04-20,143115
2035-04-21,231334
2035-04-22,197201
2035-04-23,156752
2035-04-24,167076
2035-04-25,87390
2035-04-26,114189
2035-04-27,92473
2035-04-28,46515
2035-04-29,81472
2035-04-30,19415
2035-05-01,269700
2035-05-02,51870
2035-05-03,33720
2035-05-04,64651
2035-05-05,218890
2035-05-06,34592
2035-05-07,16037
2035-05-08,45100
2035-05-09,89208
2035-05-10,126720
2035-05-11,73530
2035-05-12,11445
2035-05-13,75720
2035-05-14,28908
2035-05-15,313470
2035-05-16,343368
2035-05-17,3469
2035-05-18,116053
2035-05-19,277200
2035-05-20,118440
2035-05-21,358920
2035-05-22,142232
2035-05-23,40356
2035-05-24,6216
2035-05-25,12114
2035-05-26,84448
2035-05-27,69960
2035-05-28,84162
2035-05-29,71632
2035-05-30,83116
2035-05-31,200992
2035-06-01,164220
2035-06-02,14287
2035-06-03,28106
2035-06-04,74949
2035-06-05,62139
2035-06-06,307719
2035-06-07,144440
2035-06-08,213594
2035-06-09,172774
2035-06-10,172790
2035-06-11,130400
2035-06-12,199444
2035-06-13,146960
2035-06-14,7350
2035-06-15,44220
2035-06-16,49324
2035-06-17,348245
2035-06-18,163416
2035-06-19,66728
2035-06-20,119654
2035-06-21,77376
2035-06-22,37836
2035-06-23,68586
2035-06-24,259012
2035-06-25,187839
2035-06-26,213066
2035-06-27,83008
2035-06-28,1975
2035-06-29,82841
2035-06-30,111435
2035-07-01,217976
2035-07-02,377055
2035-07-03,404874
2035-07-04,125922
2035-07-05,114114
2035-07-06,145977
2035-07-07,171327
2035-07-08,112308
2035-07-09,158328
2035-07-10,129556
2035-07-11,103980
2035-07-12,65400
2035-07-13,153633
2035-07-14,162291
2035-07-15,68472
2035-07-16,87450
2035-07-17,360144
2035-07-18,25218
2035-07-19,33374
2035-07-20,330470
2035-07-21,38700
2035-07-22,12592
2035-07-23,50184
2035-07-24,260400
2035-07-25,31440
2035-07-26,95355
2035-07-27,113627
2035-07-28,21330
2035-07-29,83951
2035-07-30,162360
2035-07-31,251198
2035-08-01,114275
2035-08-02,459190
2035-08-03,110752
2035-08-04,129645
2035-08-05,311406
2035-08-06,130482
2035-08-07,88368
2035-08-08,68524
2035-08-09,143582
2035-08-10,205146
2035-08-11,85338
2035-08-12,206244
2035-08-13,36925
2035-08-14,64920
2035-08-15,2243
2035-08-16,318240
2035-08-17,439857
2035-08-18,270010
2035-08-19,33096
2035-08-20,69000
2035-08-21,49582
2035-08-22,103385
2035-08-23,28608
2035-08-24,305860
2035-08-25,217265
2035-08-26,52848
2035-08-27,194110
2035-08-28,113550
2035-08-29,106440
2035-08-30,214795
2035-08-31,71277
2035-09-01,35595
2035-09-02,232430
2035-09-03,141491
2035-09-04,104052
2035-09-05,81600
2035-09-06,191898
2035-09-07,94325
2035-09-08,308584
2035-09-09,51472
2035-09-10,304725
2035-09-11,31904
2035-09-12,161070
2035-09-13,105386
2035-09-14,86850
2035-09-15,213306
2035-09-16,114588
2035-09-17,32555
2035-09-18,88618
2035-09-19,132203
2035-09-20,233325
2035-09-21,141988
2035-09-22,113544
2035-09-23,81814
2035-09-24,255892
2035-09-25,90720
2035-09-26,76098
2035-09-27,271633
2035-09-28,52584
2035-09-29,152551
2035-09-30,31200
2035-10-01,279990
2035-10-02,99705
2035-10-03,284319
2035-10-04,296192
2035-10-05,202725
2035-10-06,169650
2035-10-07,92475
2035-10-08,69720
2035-10-09,57491
2035-10-10,144207
2035-10-11,200998
2035-10-12,204435
2035-10-13,196040
2035-10-14,79952
2035-10-15,321670
2035-10-16,31374
2035-10-17,53900
2035-10-18,58292
2035-10-19,121825
2035-10-20,102408
2035-10-21,277248
2035-10-22,234432
2035-10-23,83619
2035-10-24,142880
2035-10-25,18522
2035-10-26,130758
2035-10-27,161775
2035-10-28,23970
2035-10-29,239514
2035-10-30,247779
2035-10-31,158906
2035-11-01,267408
2035-11-02,177317
2035-11-03,31633
2035-11-04,170742
2035-11-05,56448
2035-11-06,22140
2035-11-07,194524
2035-11-08,26537
2035-11-09,91936
2035-11-10,261198
2035-11-11,328304
2035-11-12,79140
2035-11-13,189765
2035-11-14,161964
2035-11-15,232456
2035-11-16,112065
2035-11-17,15652
2035-11-18,22918
2035-11-19,64260
2035-11-20,89397
2035-11-21,225576
2035-11-22,299592
2035-11-23,77935
2035-11-24,16476
2035-11-25,144599
2035-11-26,65870
2035-11-27,371200
2035-11-28,129859
2035-11-29,387360
2035-11-30,55523
2035-12-01,358046
2035-12-02,85269
2035-12-03,135950
2035-12-04,24975
2035-12-05,9236
2035-12-06,253346
2035-12-07,80350
2035-12-08,35937
2035-12-09,249226
2035-12-10,255189
2035-12-11,107001
2035-12-12,85476
2035-12-13,62286
2035-12-14,33688
2035-12-15,294069
2035-12-16,61795
2035-12-17,56220
2035-12-18,154496
2035-12-19,229810
2035-12-20,232686
2035-12-21,283195
2035-12-22,95392
2035-12-23,9708
2035-12-24,31509
2035-12-25,78078
2035-12-26,225099
2035-12-27,107100
2035-12-28,26958
2035-12-29,60789
2035-12-30,199836
2035-12-31,29310
2036-01-01,327455
2036-01-02,28710
2036-01-03,24465
2036-01-04,12510
2036-01-05,407904
2036-01-06,67575
2036-01-07,68526
2036-01-08,223820
2036-01-09,125020
2036-01-10,13312
2036-01-11,12750
2036-01-12,84759
2036-01-13,65226
2036-01-14,28584
2036-01-15,70020
2036-01-16,261058
2036-01-17,92700
2036-01-18,215676
2036-01-19,281472
2036-01-20,241918
2036-01-21,43738
2036-01-22,127361
2036-01-23,163152
2036-01-24,241362
2036-01-25,160140
2036-01-26,108129
2036-01-27,72198
2036-01-28,135280
2036-01-29,288120
2036-01-30,92160
2036-01-31,144222
2036-02-01,10408
2036-02-02,469205
2036-02-03,330234
2036-02-04,330444
2036-02-05,280080
2036-02-06,242286
2036-02-07,71331
2036-02-08,1947
2036-02-09,56472
2036-02-10,248940
2036-02-11,155523
2036-02-12,82858
2036-02-13,143640
2036-02-14,147120
2036-02-15,253605
2036-02-16,17234
2036-02-17,18880
2036-02-18,6968
2036-02-19,35700
2036-02-20,87700
2036-02-21,163800
2036-02-22,92414
2036-02-23,136160
2036-02-24,44660
2036-02-25,58360
2036-02-26,201252
2036-02-27,26490
2036-02-28,163875
2036-02-29,9160
2036-03-01,25464
2036-03-02,64155
2036-03-03,82017
2036-03-04,222000
2036-03-05,217512
2036-03-06,58464
2036-03-07,3672
2036-03-08,206008
2036-03-09,170683
2036-03-10,102602
2036-03-11,47424
2036-03-12,310233
2036-03-13,65474
2036-03-14,195832
2036-03-15,275925
2036-03-16,235820
2036-03-17,215175
2036-03-18,199900
2036-03-19,55824
2036-03-20,126237
2036-03-21,304356
2036-03-22,132240
2036-03-23,63060
2036-03-24,133230
2036-03-25,253890
2036-03-26,224100
2036-03-27,88180
2036-03-28,2750
2036-03-29,5658
2036-03-30,400932
2036-03-31,152676
2036-04-01,365992
2036-04-02,146880
2036-04-03,102312
2036-04-04,98629
2036-04-05,130413
2036-04-06,37352
2036-04-07,13975
2036-04-08,136252
2036-04-09,408590
2036-04-10,109568
2036-04-11,407376
2036-04-12,171952
2036-04-13,138669
2036-04-14,31460
2036-04-15,62454
2036-04-16,389116
2036-04-17,357554
2036-04-18,72039
2036-04-19,88816
2036-04-20,225335
2036-04-21,293970
2036-04-22,191066
2036-04-23,88440
2036-04-24,9597
2036-04-25,110959
2036-04-26,126240
2036-04-27,146705
2036-04-28,123750
2036-04-29,182172
2036-04-30,45524
2036-05-01,434424
2036-05-02,35805
2036-05-03,159881
2036-05-04,51238
2036-05-05,10077
2036-05-06,135432
2036-05-07,220590
2036-05-08,216190
2036-05-09,172140
2036-05-10,43268
2036-05-11,24016
2036-05-12,100533
2036-05-13,21872
2036-05-14,357390
2036-05-15,109172
2036-05-16,343006
2036-05-17,90300
2036-05-18,24200
2036-05-19,113778
2036-05-20,164798
2036-05-21,119769
2036-05-22,123896
2036-05-23,124530
2036-05-24,269864
2036-05-25,334734
2036-05-26,362720
2036-05-27,155895
2036-05-28,86979
2036-05-29,300456
2036-05-30,300530
2036-05-31,22589
2036-06-01,228190
2036-06-02,2577
2036-06-03,334152
2036-06-04,55608
2036-06-05,284601
2036-06-06,26082
2036-06-07,104625
2036-06-08,243360
2036-06-09,302006
2036-06-10,85044
2036-06-11,145595
2036-06-12,42120
2036-06-13,95404
2036-06-14,285545
2036-06-15,15288
2036-06-16,50226
2036-06-17,116865
2036-06-18,287094
2036-06-19,351736
2036-06-20,310632
2036-06-21,182664
2036-06-22,22939
2036-06-23,3227
2036-06-24,334729
2036-06-25,62790
2036-06-26,197568
2036-06-27,207389
2036-06-28,241152
2036-06-29,197280
2036-06-30,190725
2036-07-01,166460
2036-07-02,391935
2036-07-03,164118
2036-07-04,245166
2036-07-05,334407
2036-07-06,44517
2036-07-07,364596
2036-07-08,164352
2036-07-09,50925
2036-07-10,131264
2036-07-11,131824
2036-07-12,228616
2036-07-13,324597
2036-07-14,127498
2036-07-15,216040
2036-07-16,102129
2036-07-17,108095
2036-07-18,41536
2036-07-19,106410
2036-07-20,138142
2036-07-21,36708
2036-07-22,48004
2036-07-23,219260
2036-07-24,105920
2036-07-25,122348
2036-07-26,34152
2036-07-27,168336
2036-07-28,176880
2036-07-29,238316
2036-07-30,96492
2036-07-31,51850
2036-08-01,132246
2036-08-02,79895
2036-08-03,142990
2036-08-04,153734
2036-08-05,176715
2036-08-06,198575
2036-08-07,121446
2036-08-08,256836
2036-08-09,36784
2036-08-10,28824
2036-08-11,67022
2036-08-12,354843
2036-08-13,104304
2036-08-14,385795
2036-08-15,398356
2036-08-16,69660
2036-08-17,149978
2036-08-18,166101
2036-08-19,122564
2036-08-20,226152
2036-08-21,184704
2036-08-22,47597
2036-08-23,7140
2036-08-24,228537
2036-08-25,19680
2036-08-26,229119
2036-08-27,105885
2036-08-28,114420
2036-08-29,94689
2036-08-30,230230
2036-08-31,10292
2036-09-01,225450
2036-09-02,280845
2036-09-03,18912
2036-09-04,100441
2036-09-05,329392
2036-09-06,45474
2036-09-07,1503
2036-09-08,45969
2036-09-09,101868
2036-09-10,216660
2036-09-11,365701
2036-09-12,429685
2036-09-13,170314
2036-09-14,291111
2036-09-15,52855
2036-09-16,301413
2036-09-17,117990
2036-09-18,33048
2036-09-19,183685
2036-09-20,24871
2036-09-21,227696
2036-09-22,384285
2036-09-23,46260
2036-09-24,97482
2036-09-25,342209
2036-09-26,181700
2036-09-27,114240
2036-09-28,59528
2036-09-29,165900
2036-09-30,222000
2036-10-01,108000
2036-10-02,230528
2036-10-03,178164
2036-10-04,180186
2036-10-05,52118
2036-10-06,245376
2036-10-07,77090
2036-10-08,78062
2036-10-09,154924
2036-10-10,289153
2036-10-11,363204
2036-10-12,231804
2036-10-13,52693
2036-10-14,61374
2036-10-15,3187
2036-10-16,270072
2036-10-17,242474
2036-10-18,52611
2036-10-19,82170
2036-10-20,355680
2036-10-21,224796
2036-10-22,45749
2036-10-23,105530
2036-10-24,199845
2036-10-25,37900
2036-10-26,284642
2036-10-27,90066
2036-10-28,173047
2036-10-29,245220
2036-10-30,72080
2036-10-31,113442
2036-11-01,40488
2036-11-02,131456
2036-11-03,96600
2036-11-04,258007
2036-11-05,191268
2036-11-06,58256
2036-11-07,440216
2036-11-08,166389
2036-11-09,62248
2036-11-10,104082
2036-11-11,4866
2036-11-12,57870
2036-11-13,134064
2036-11-14,42084
2036-11-15,103900
2036-11-16,170280
2036-11-17,13530
2036-11-18,31230
2036-11-19,81144
2036-11-20,232603
2036-11-21,145684
2036-11-22,29776
2036-11-23,187584
2036-11-24,41760
2036-11-25,36960
2036-11-26,8480
2036-11-27,70680
2036-11-28,362880
2036-11-29,90288
2036-11-30,19965
2036-12-01,9450
2036-12-02,38584
2036-12-03,80684
2036-12-04,424320
2036-12-05,134538
2036-12-06,28730
2036-12-07,153700
2036-12-08,101045
2036-12-09,396851
2036-12-10,167270
2036-12-11,236368
2036-12-12,197316
2036-12-13,209100
2036-12-14,22575
2036-12-15,104052
2036-12-16,58242
2036-12-17,50196
2036-12-18,79365
2036-12-19,242434
2036-12-20,114840
2036-12-21,287700
2036-12-22,97679
2036-12-23,177562
2036-12-24,299925
2036-12-25,273825
2036-12-26,155475
2036-12-27,215468
2036-12-28,108621
2036-12-29,82096
2036-12-30,10910
2036-12-31,145250
2037-01-01,179095
2037-01-02,243432
2037-01-03,49267
2037-01-04,70615
2037-01-05,266820
2037-01-06,140337
2037-01-07,293964
2037-01-08,3216
2037-01-09,130472
2037-01-10,67728
2037-01-11,167375
2037-01-12,270216
2037-01-13,348950
2037-01-14,51548
2037-01-15,96279
2037-01-16,146250
2037-01-17,8630
2037-01-18,279376
2037-01-19,133816
2037-01-20,88192
2037-01-21,429567
2037-01-22,174930
2037-01-23,118531
2037-01-24,17226
2037-01-25,210596
2037-01-26,84480
2037-01-27,147960
2037-01-28,273540
2037-01-29,165130
2037-01-30,190784
2037-01-31,153760
2037-02-01,67119
2037-02-02,181428
2037-02-03,237104
2037-02-04,202730
2037-02-05,201600
2037-02-06,211491
2037-02-07,28704
2037-02-08,217704
2037-02-09,129600
2037-02-10,58751
2037-02-11,33615
2037-02-12,90459
2037-02-13,108612
2037-02-14,8095
2037-02-15,118664
2037-02-16,191160
2037-02-17,191613
2037-02-18,23079
2037-02-19,74261
2037-02-20,53050
2037-02-21,209988
2037-02-22,105788
2037-02-23,78768
2037-02-24,205016
2037-02-25,64416
2037-02-26,97575
2037-02-27,257805
2037-02-28,117370
2037-03-01,23850
2037-03-02,193908
2037-03-03,265323
2037-03-04,150960
2037-03-05,137910
2037-03-06,202860
2037-03-07,15832
2037-03-08,11358
2037-03-09,6160
2037-03-10,115617
2037-03-11,56040
2037-03-12,100800
2037-03-13,155310
2037-03-14,70200
2037-03-15,51696
2037-03-16,425598
2037-03-17,141532
2037-03-18,9675
2037-03-19,23250
2037-03-20,239850
2037-03-21,40152
2037-03-22,7251
2037-03-23,134934
2037-03-24,384928
2037-03-25,207840
2037-03-26,108504
2037-03-27,22420
2037-03-28,179180
2037-03-29,105975
2037-03-30,137697
2037-03-31,43485
2037-04-01,27012
2037-04-02,2996
2037-04-03,126850
2037-04-04,71808
2037-04-05,286045
2037-04-06,20208
2037-04-07,224510
2037-04-08,4619
2037-04-09,221545
2037-04-10,64540
2037-04-11,219804
2037-04-12,203490
2037-04-13,131006
2037-04-14,167295
2037-04-15,176407
2037-04-16,133920
2037-04-17,52338
2037-04-18,128169
2037-04-19,48640
2037-04-20,104244
2037-04-21,166592
2037-04-22,73280
2037-04-23,140315
2037-04-24,1443
2037-04-25,240350
2037-04-26,4685
2037-04-27,218807
2037-04-28,31482
2037-04-29,194675
2037-04-30,111648
2037-05-01,263728
2037-05-02,123728
2037-05-03,395120
2037-05-04,235770
2037-05-05,72144
2037-05-06,277760
2037-05-07,120350
2037-05-08,404127
2037-05-09,24178
2037-05-10,262430
2037-05-11,123145
2037-05-12,92820
2037-05-13,28424
2037-05-14,186915
2037-05-15,159941
2037-05-16,36465
2037-05-17,167090
2037-05-18,36594
2037-05-19,125895
2037-05-20,25625
2037-05-21,366300
2037-05-22,49620
2037-05-23,258900
2037-05-24,69184
2037-05-25,57672
2037-05-26,207240
2037-05-27,112959
2037-05-28,58752
2037-05-29,4279
2037-05-30,223650
2037-05-31,101145
2037-06-01,88672
2037-06-02,95700
2037-06-03,92127
2037-06-04,67250
2037-06-05,188064
2037-06-06,53060
2037-06-07,69186
2037-06-08,152500
2037-06-09,329532
2037-06-10,119799
2037-06-11,25805
2037-06-12,267202
2037-06-13,271788
2037-06-14,58152
2037-06-15,100926
2037-06-16,100198
2037-06-17,78039
2037-06-18,193140
2037-06-19,239511
2037-06-20,90592
2037-06-21,9272
2037-06-22,6633
2037-06-23,232284
2037-06-24,117484
2037-06-25,336336
2037-06-26,70149
2037-06-27,143682
2037-06-28,197535
2037-06-29,105325
2037-06-30,280192
2037-07-01,32734
2037-07-02,48240
2037-07-03,237748
2037-07-04,245063
2037-07-05,105840
2037-07-06,156600
2037-07-07,73324
2037-07-08,70992
2037-07-09,134275
2037-07-10,303408
2037-07-11,63072
2037-07-12,171765
2037-07-13,93863
2037-07-14,222138
2037-07-15,103720
2037-07-16,69420
2037-07-17,188244
2037-07-18,51744
2037-07-19,266739
2037-07-20,119621
2037-07-21,300440
2037-07-22,140724
2037-07-23,9066
2037-07-24,135424
2037-07-25,380000
2037-07-26,350550
2037-07-27,134272
2037-07-28,162980
2037-07-29,56980
2037-07-30,87408
2037-07-31,111870
2037-08-01,186672
2037-08-02,186435
2037-08-03,38309
2037-08-04,5978
2037-08-05,4465
2037-08-06,107850
2037-08-07,23823
2037-08-08,124838
2037-08-09,122320
2037-08-10,114700
2037-08-11,301227
2037-08-12,278804
2037-08-13,99099
2037-08-14,4164
2037-08-15,177600
2037-08-16,347282
2037-08-17,96062
2037-08-18,2611
2037-08-19,104434
2037-08-20,72666
2037-08-21,140852
2037-08-22,125172
2037-08-23,105624
2037-08-24,102879
2037-08-25,30609
2037-08-26,182616
2037-08-27,22230
2037-08-28,86580
2037-08-29,127413
2037-08-30,283905
2037-08-31,96720
2037-09-01,78512
2037-09-02,36000
2037-09-03,164150
2037-09-04,58236
2037-09-05,245344
2037-09-06,439956
2037-09-07,132981
2037-09-08,298588
2037-09-09,90398
2037-09-10,100385
2037-09-11,131985
2037-09-12,104282
2037-09-13,63632
2037-09-14,48240
2037-09-15,99792
2037-09-16,149742
2037-09-17,111480
2037-09-18,109122
2037-09-19,147840
2037-09-20,164152
2037-09-21,287216
2037-09-22,314722
2037-09-23,137304
2037-09-24,61182
2037-09-25,110126
2037-09-26,116028
2037-09-27,23408
2037-09-28,8340
2037-09-29,103628
2037-09-30,155762
2037-10-01,379980
2037-10-02,209900
2037-10-03,232032
2037-10-04,406088
2037-10-05,246150
2037-10-06,6198
2037-10-07,260425
2037-10-08,29952
2037-10-09,64181
2037-10-10,139050
2037-10-11,262240
2037-10-12,123500
2037-10-13,375364
2037-10-14,37020
2037-10-15,58560
2037-10-16,66920
2037-10-17,390266
2037-10-18,117700
2037-10-19,247318
2037-10-20,263568
2037-10-21,151116
2037-10-22,81824
2037-10-23,254020
2037-10-24,74304
2037-10-25,233100
2037-10-26,330788
2037-10-27,204915
2037-10-28,52740
2037-10-29,104669
2037-10-30,161343
2037-10-31,363181
2037-11-01,183183
2037-11-02,100814
2037-11-03,150948
2037-11-04,107423
2037-11-05,293748
2037-11-06,91575
2037-11-07,71740
2037-11-08,86724
2037-11-09,8253
2037-11-10,185556
2037-11-11,192786
2037-11-12,307275
2037-11-13,99968
2037-11-14,217394
2037-11-15,115908
2037-11-16,73640
2037-11-17,17884
2037-11-18,386904
2037-11-19,21296
2037-11-20,289055
2037-11-21,238693
2037-11-22,256665
2037-11-23,46035
2037-11-24,96174
2037-11-25,85291
2037-11-26,221222
2037-11-27,185345
2037-11-28,70772
2037-11-29,359168
2037-11-30,188580
2037-12-01,195408
2037-12-02,161226
2037-12-03,243824
2037-12-04,96448
2037-12-05,158130
2037-12-06,127325
2037-12-07,185470
2037-12-08,85652
2037-12-09,125028
2037-12-10,228932
2037-12-11,4016
2037-12-12,24050
2037-12-13,296931
2037-12-14,31564
2037-12-15,168560
2037-12-16,62279
2037-12-17,156222
2037-12-18,291200
2037-12-19,67203
2037-12-20,88620
2037-12-21,233895
2037-12-22,43920
2037-12-23,6870
2037-12-24,96596
2037-12-25,147700
2037-12-26,268096
2037-12-27,211827
2037-12-28,221966
2037-12-29,281820
2037-12-30,256365
2037-12-31,132880
2038-01-01,182775
2038-01-02,146691
2038-01-03,101394
2038-01-04,402930
2038-01-05,77800
2038-01-06,109494
2038-01-07,69912
2038-01-08,27914
2038-01-09,111309
2038-01-10,301290
2038-01-11,435344
2038-01-12,59108
2038-01-13,69750
2038-01-14,44208
2038-01-15,162225
2038-01-16,137472
2038-01-17,86814
2038-01-18,239058
2038-01-19,237597
2038-01-20,2060
2038-01-21,65824
2038-01-22,94848
2038-01-23,177818
2038-01-24,270270
2038-01-25,3351
2038-01-26,3787
2038-01-27,11539
2038-01-28,21913
2038-01-29,16272
2038-01-30,282064
2038-01-31,263610
2038-02-01,46575
2038-02-02,153920
2038-02-03,288330
2038-02-04,313072
2038-02-05,38040
2038-02-06,267173
2038-02-07,198172
2038-02-08,25542
2038-02-09,72352
2038-02-10,75769
2038-02-11,54418
2038-02-12,376893
2038-02-13,65450
2038-02-14,131502
2038-02-15,394666
2038-02-16,72075
2038-02-17,43098
2038-02-18,68337
2038-02-19,99120
2038-02-20,206815
2038-02-21,396491
2038-02-22,1961
2038-02-23,11648
2038-02-24,289611
2038-02-25,157212
2038-02-26,97411
2038-02-27,17963
2038-02-28,345302
2038-03-01,307987
2038-03-02,233802
2038-03-03,61424
2038-03-04,207648
2038-03-05,449788
2038-03-06,173405
2038-03-07,67000
2038-03-08,96363
2038-03-09,168595
2038-03-10,123228
2038-03-11,119133
2038-03-12,265924
2038-03-13,247838
2038-03-14,256750
2038-03-15,175773
2038-03-16,214222
2038-03-17,98568
2038-03-18,3950
2038-03-19,124271
2038-03-20,302496
2038-03-21,215534
2038-03-22,38550
2038-03-23,116155
2038-03-24,68940
2038-03-25,158130
2038-03-26,333531
2038-03-27,215865
2038-03-28,146194
2038-03-29,89072
2038-03-30,130572
2038-03-31,130305
2038-04-01,15760
2038-04-02,53280
2038-04-03,19810
2038-04-04,132822
2038-04-05,209690
2038-04-06,58968
2038-04-07,26611
2038-04-08,101790
2038-04-09,60256
2038-04-10,53658
2038-04-11,228470
2038-04-12,185850
2038-04-13,131580
2038-04-14,94848
2038-04-15,105293
2038-04-16,205068
2038-04-17,33666
2038-04-18,34524
2038-04-19,274744
2038-04-20,61520
2038-04-21,99280
2038-04-22,75990
2038-04-23,176346
2038-04-24,304947
2038-04-25,18964
2038-04-26,196293
